"device_id","date","time","screen_status","bright_level","bright_mode","screen_on_time","bluetooth","gps","saving_mode","nfc","flashlight","airplane_mode","fingerprint","orientation","battery_level","battery_health","battery_charging_status","battery_connection_status","battery_temperature","battery_current","battery_voltage","battery_potency","battery_capacity","network_mode","mobile_mode","mobile_status","mobile_roaming","mobile_rx","mobile_tx","wifi_status","wifi_intensity","wifi_speed","wifi_ap","wifi_rx","wifi_tx","wifi_connection","network_operator","sim_operator","mcc","mnc","ring_mode","sound_level","playback_status","ram_capacity","ram_usage","ram_free","rom_capacity","rom_usage","rom_free","core_numbers","cpu_temperature","up_time","sleep_time","frequency_core0","frequency_core1","frequency_core2","frequency_core3","frequency_core4","frequency_core5","frequency_core6","frequency_core7"
"6f62a26b26740bd5","10/11/2021","13:25:59","enabled","26","automatic","1","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","good","discharging","unplugged","31.5","-0.216522","3.802","-0.823216644","5007.0","enabled","disabled","disabled","disabled","1296713413","126753846","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2034.0","1692.0","106,976MB","11,691MB","95,285MB","8","37.0","1253977","1196260","1804.8","1804.8","1804.8","1804.8","2016.0","2016.0","2016.0","2016.0"
"6f62a26b26740bd5","10/11/2021","13:26:00","enabled","26","automatic","2","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.267486","3.802","-1.016981772","5007.0","enabled","disabled","disabled","disabled","1296713461","126753897","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2037.0","1689.0","106,976MB","11,691MB","95,285MB","8","37.0","1253978","1196260","1804.8","1804.8","1804.8","1804.8","1536.0","1536.0","1536.0","1536.0"
"6f62a26b26740bd5","10/11/2021","13:26:01","enabled","26","automatic","3","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.105438","3.802","-0.400875276","5007.0","enabled","disabled","disabled","disabled","1296713461","126753897","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2044.0","1682.0","106,976MB","11,691MB","95,285MB","8","37.0","1253979","1196260","1804.8","1804.8","1804.8","1804.8","1401.6","1401.6","1401.6","1401.6"
"6f62a26b26740bd5","10/11/2021","13:26:02","enabled","26","automatic","4","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.099487","3.802","-0.378249574","5007.0","enabled","disabled","disabled","disabled","1296713461","126753897","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2065.0","1661.0","106,976MB","11,691MB","95,285MB","8","37.0","1253980","1196260","614.4","614.4","614.4","614.4","1804.8","1804.8","1804.8","1804.8"
"6f62a26b26740bd5","10/11/2021","13:26:03","enabled","26","automatic","5","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.149841","3.802","-0.569695482","5007.0","enabled","disabled","disabled","disabled","1296713461","126753897","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2072.0","1654.0","106,976MB","11,691MB","95,285MB","8","37.0","1253981","1196260","1804.8","1804.8","1804.8","1804.8","1056.0","1056.0","1056.0","1056.0"
"6f62a26b26740bd5","10/11/2021","13:26:04","enabled","26","automatic","6","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.539398","3.802","-2.050791196","5007.0","enabled","disabled","disabled","disabled","1296713461","126753897","enabled","-51","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2073.0","1653.0","106,976MB","11,691MB","95,285MB","8","37.0","1253982","1196260","1804.8","1804.8","1804.8","1804.8","2016.0","2016.0","2016.0","2016.0"
"6f62a26b26740bd5","10/11/2021","13:26:05","enabled","26","automatic","7","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.429077","3.802","-1.631350754","5007.0","enabled","disabled","disabled","disabled","1296713461","126753897","enabled","-51","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2081.0","1645.0","106,976MB","11,691MB","95,285MB","8","37.0","1253983","1196260","1804.8","1804.8","1804.8","1804.8","2016.0","2016.0","2016.0","2016.0"
"6f62a26b26740bd5","10/11/2021","13:26:06","enabled","26","automatic","8","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.625305","3.802","-2.37740961","5007.0","enabled","disabled","disabled","disabled","1296715391","126754580","enabled","-51","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2146.0","1580.0","106,976MB","11,691MB","95,285MB","8","37.0","1253984","1196260","1804.8","1804.8","1804.8","1804.8","2016.0","2016.0","2016.0","2016.0"
"6f62a26b26740bd5","10/11/2021","13:26:07","enabled","26","automatic","9","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.663757","3.802","-2.523604114","5007.0","enabled","disabled","disabled","disabled","1296760125","126763765","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","disabled","3726.0","2154.0","1572.0","106,976MB","11,691MB","95,285MB","8","37.0","1253985","1196260","1804.8","1804.8","1804.8","1804.8","2016.0","2016.0","2016.0","2016.0"
"6f62a26b26740bd5","10/11/2021","13:26:08","enabled","26","automatic","10","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.601044","3.802","-2.285169288","5007.0","enabled","disabled","disabled","disabled","1296767790","126773017","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","enabled","3726.0","2147.0","1579.0","106,976MB","11,691MB","95,285MB","8","37.0","1253986","1196260","1804.8","1804.8","1804.8","1804.8","2016.0","2016.0","2016.0","2016.0"
"6f62a26b26740bd5","10/11/2021","13:26:09","enabled","26","automatic","11","connected","enabled","disabled","unavailable","false","disabled","available","portrait","51","discharging","unplugged","31.5","-0.215454","3.802","-0.819156108","5007.0","enabled","disabled","disabled","disabled","1296773359","126777963","enabled","-50","72",,"72","72","192.168.1.12","","","null","null","vibrate","5","enabled","3726.0","2150.0","1576.0","106,976MB","11,691MB","95,285MB","8","37.0","1253987","1196260","1804.8","1804.8","1804.8","1804.8","1056.0","1056.0","1056.0","1056.0"
